agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,canonical_agent_id
AGT0000878,EMP00196,Ananya Rao,VND0000002,T2,ACTIVE,2024-05-27 11:26:39,2026-03-11 19:10:45,CAN_AGENT_36_Ananya_Rao
AGT0000651,EMP00960,Rahul Verma,VND0000010,T2,ACTIVE,2025-04-19 18:07:14,2025-12-31 01:34:36,CAN_AGENT_30_Rahul_Verma
AGT0000072,EMP00045,Amit Kumar,VND0000004,T1,SUSPENDED,2024-02-19 01:42:36,2026-07-09 02:53:42,CAN_AGENT_42_Amit_Kumar
AGT0000678,EMP00762,Pooja Nair,VND0000004,DIGITAL,SUSPENDED,2024-11-17 06:22:54,2025-04-27 04:01:55,CAN_AGENT_29_Pooja_Nair
AGT0000741,EMP00443,Sneha Das,VND0000008,DIGITAL,ACTIVE,2024-12-18 14:48:33,2026-03-13 05:12:40,CAN_AGENT_34_Sneha_Das
AGT0000766,EMP00870,Neha Singh,VND0000008,FIELD,INACTIVE,2024-12-03 20:22:52,2025-12-23 23:06:38,CAN_AGENT_34_Neha_Singh
AGT0000399,EMP00606,Amit Kumar,VND0000001,T3,SUSPENDED,2024-07-03 09:17:48,2026-05-17 14:44:33,CAN_AGENT_43_Amit_Kumar
AGT0000135,EMP00457,Priya Mehta,VND0000007,FIELD,SUSPENDED,2025-02-28 19:53:57,2025-05-28 04:17:04,CAN_AGENT_32_Priya_Mehta
AGT0000988,EMP00494,Pooja Nair,VND0000013,T3,INACTIVE,2025-03-05 09:00:48,2026-02-14 19:25:10,CAN_AGENT_30_Pooja_Nair
AGT0000214,EMP00626,Pooja Nair,VND0000004,FIELD,ACTIVE,2025-04-14 13:47:42,2025-07-17 13:33:40,CAN_AGENT_31_Pooja_Nair
AGT0000527,EMP00247,Rahul Verma,VND0000015,DIGITAL,SUSPENDED,2025-03-15 20:44:44,2025-03-19 23:38:32,CAN_AGENT_31_Rahul_Verma
AGT0000648,EMP00615,Sneha Das,VND0000013,DIGITAL,SUSPENDED,2025-04-20 23:14:14,2025-11-11 16:52:18,CAN_AGENT_35_Sneha_Das
AGT0000229,EMP00821,Amit Kumar,VND0000002,DIGITAL,ACTIVE,2025-10-12 15:42:10,2025-12-31 23:20:36,CAN_AGENT_44_Amit_Kumar
AGT0000238,EMP00054,Priya Mehta,VND0000007,T2,SUSPENDED,2024-09-14 21:00:28,2026-07-01 07:19:35,CAN_AGENT_33_Priya_Mehta
AGT0000505,EMP00059,Priya Mehta,VND0000012,DIGITAL,ACTIVE,2024-03-23 17:00:54,2025-03-21 18:47:12,CAN_AGENT_34_Priya_Mehta
AGT0000322,EMP00796,Aarav Sharma,VND0000006,FIELD,ACTIVE,2025-09-01 10:21:59,2025-09-01 00:38:24,CAN_AGENT_37_Aarav_Sharma
AGT0000689,EMP01070,Vikram Shah,VND0000015,FIELD,INACTIVE,2025-01-23 07:38:47,2025-08-16 10:51:00,CAN_AGENT_29_Vikram_Shah
AGT0000420,EMP00563,Vikram Shah,VND0000001,T1,SUSPENDED,2024-05-17 02:06:57,2026-06-08 14:45:38,CAN_AGENT_30_Vikram_Shah
AGT0000129,EMP00035,Priya Mehta,VND0000001,DIGITAL,SUSPENDED,2024-09-14 17:46:00,2026-02-16 01:29:49,CAN_AGENT_35_Priya_Mehta
AGT0000395,EMP00028,Neha Singh,VND0000013,DIGITAL,INACTIVE,2025-11-02 05:04:06,2025-03-31 00:23:12,CAN_AGENT_35_Neha_Singh
AGT0000680,EMP00706,Priya Mehta,VND0000010,T3,INACTIVE,2024-01-03 10:05:10,2026-07-17 23:09:42,CAN_AGENT_36_Priya_Mehta
AGT0000169,EMP00725,Priya Mehta,VND0000012,FIELD,SUSPENDED,2025-03-26 19:54:15,2025-02-19 20:19:17,CAN_AGENT_37_Priya_Mehta
AGT0000824,EMP00086,Sneha Das,VND0000011,DIGITAL,INACTIVE,2025-02-26 08:37:05,2026-03-18 07:06:38,CAN_AGENT_36_Sneha_Das
AGT0000051,EMP00915,Sneha Das,VND0000015,FIELD,INACTIVE,2024-12-02 21:04:27,2025-04-01 11:08:59,CAN_AGENT_37_Sneha_Das
AGT0000020,EMP00494,Vikram Shah,VND0000013,FIELD,INACTIVE,2025-08-12 19:22:42,2026-07-04 17:03:16,CAN_AGENT_31_Vikram_Shah
AGT0000092,EMP00554,Rohan Patel,VND0000005,T2,SUSPENDED,2024-05-13 15:18:24,2025-12-15 06:49:13,CAN_AGENT_36_Rohan_Patel
AGT0000800,EMP01082,Neha Singh,VND0000006,T3,INACTIVE,2025-10-20 22:03:25,2026-05-13 01:11:43,CAN_AGENT_36_Neha_Singh
AGT0000885,EMP01049,Rohan Patel,VND0000013,DIGITAL,INACTIVE,2025-02-07 07:14:54,2025-04-14 16:31:13,CAN_AGENT_37_Rohan_Patel
AGT0000861,EMP01069,Amit Kumar,VND0000014,T2,ACTIVE,2024-04-06 11:31:40,2025-11-04 10:59:54,CAN_AGENT_45_Amit_Kumar
AGT0000633,EMP00405,Ananya Rao,VND0000004,DIGITAL,ACTIVE,2025-08-25 07:09:20,2025-10-06 06:40:38,CAN_AGENT_37_Ananya_Rao
AGT0000724,EMP00987,Pooja Nair,VND0000013,T1,ACTIVE,2025-04-12 09:07:09,2025-12-27 22:00:31,CAN_AGENT_32_Pooja_Nair
AGT0000214,EMP00924,Sneha Das,VND0000014,T3,INACTIVE,2024-01-04 20:09:50,2026-04-10 01:38:39,CAN_AGENT_38_Sneha_Das
AGT0000450,EMP00750,Sneha Das,VND0000004,DIGITAL,INACTIVE,2025-09-08 11:55:44,2026-04-16 23:52:45,CAN_AGENT_39_Sneha_Das
AGT0000408,EMP00005,Aarav Sharma,VND0000004,DIGITAL,SUSPENDED,2025-09-25 07:45:53,2026-06-18 04:23:44,CAN_AGENT_38_Aarav_Sharma
AGT0000153,EMP00738,Aarav Sharma,VND0000004,T1,ACTIVE,2025-05-11 17:48:12,2025-11-05 02:02:02,CAN_AGENT_39_Aarav_Sharma
AGT0000316,EMP00208,Vikram Shah,VND0000007,T3,SUSPENDED,2025-07-04 21:41:31,2026-05-31 01:30:24,CAN_AGENT_32_Vikram_Shah
AGT0000287,EMP00563,Sneha Das,VND0000001,T1,SUSPENDED,2024-01-28 08:03:39,2025-11-11 22:44:28,CAN_AGENT_40_Sneha_Das
AGT0000137,EMP00956,Ananya Rao,VND0000003,T3,INACTIVE,2024-02-28 02:29:46,2025-01-10 12:04:42,CAN_AGENT_38_Ananya_Rao
AGT0000857,EMP00966,Pooja Nair,VND0000008,T3,ACTIVE,2024-08-10 05:26:19,2025-10-08 21:06:33,CAN_AGENT_33_Pooja_Nair
AGT0000626,EMP00252,Aarav Sharma,VND0000005,DIGITAL,ACTIVE,2024-02-13 11:02:17,2026-01-30 09:23:48,CAN_AGENT_40_Aarav_Sharma
AGT0000267,EMP00637,Ananya Rao,VND0000003,T1,SUSPENDED,2025-03-24 19:02:28,2025-09-29 00:31:26,CAN_AGENT_39_Ananya_Rao
AGT0000293,EMP00955,Priya Mehta,VND0000001,T1,SUSPENDED,2025-11-19 06:22:00,2025-12-08 15:04:17,CAN_AGENT_38_Priya_Mehta
AGT0000507,EMP00114,Rahul Verma,VND0000004,T1,SUSPENDED,2024-01-25 11:00:49,2025-02-09 09:02:33,CAN_AGENT_32_Rahul_Verma
AGT0000087,EMP00808,Amit Kumar,VND0000009,FIELD,ACTIVE,2024-05-13 10:25:15,2025-01-08 14:37:59,CAN_AGENT_46_Amit_Kumar
AGT0000685,EMP00647,Rahul Verma,VND0000014,T3,INACTIVE,2025-07-31 22:58:45,2025-01-14 14:09:51,CAN_AGENT_33_Rahul_Verma
AGT0000691,EMP00739,Sneha Das,VND0000005,FIELD,ACTIVE,2025-05-02 23:12:57,2025-08-01 16:52:04,CAN_AGENT_41_Sneha_Das
AGT0000317,EMP00216,Aarav Sharma,VND0000011,T1,SUSPENDED,2024-02-06 02:57:20,2025-07-29 19:23:26,CAN_AGENT_41_Aarav_Sharma
AGT0000340,EMP00470,Amit Kumar,VND0000010,DIGITAL,SUSPENDED,2025-08-20 19:18:23,2025-11-20 01:36:00,CAN_AGENT_47_Amit_Kumar
AGT0000475,EMP00257,Aarav Sharma,VND0000002,T1,INACTIVE,2024-10-18 10:24:15,2025-07-04 21:34:59,CAN_AGENT_42_Aarav_Sharma
AGT0000721,EMP00666,Priya Mehta,VND0000015,DIGITAL,ACTIVE,2025-11-27 23:50:13,2026-07-14 23:53:19,CAN_AGENT_39_Priya_Mehta
AGT0000580,EMP00858,Sneha Das,VND0000008,FIELD,INACTIVE,2025-04-23 01:55:45,2026-05-30 18:47:26,CAN_AGENT_42_Sneha_Das
AGT0000759,EMP00669,Sneha Das,VND0000003,T3,ACTIVE,2024-08-10 04:39:42,2025-02-26 03:59:36,CAN_AGENT_43_Sneha_Das
AGT0000733,EMP00350,Aarav Sharma,VND0000005,T2,SUSPENDED,2025-09-30 22:14:26,2026-01-11 08:26:53,CAN_AGENT_43_Aarav_Sharma
AGT0000839,EMP00054,Priya Mehta,VND0000007,T3,ACTIVE,2025-05-07 17:59:26,2025-07-15 04:51:12,CAN_AGENT_40_Priya_Mehta
AGT0000937,EMP00263,Pooja Nair,VND0000015,T1,SUSPENDED,2025-05-05 12:01:58,2025-10-19 02:21:19,CAN_AGENT_34_Pooja_Nair
AGT0000391,EMP00107,Amit Kumar,VND0000009,DIGITAL,ACTIVE,2025-02-07 19:26:49,2026-05-28 02:58:27,CAN_AGENT_48_Amit_Kumar
AGT0000640,EMP00197,Ananya Rao,VND0000010,T2,INACTIVE,2024-08-03 02:49:52,2026-01-23 10:36:48,CAN_AGENT_40_Ananya_Rao
AGT0000519,EMP01075,Pooja Nair,VND0000014,T2,ACTIVE,2025-06-09 00:40:47,2025-09-20 05:25:46,CAN_AGENT_35_Pooja_Nair
AGT0000559,EMP00400,Vikram Shah,VND0000006,T3,SUSPENDED,2024-01-05 03:42:45,2026-04-22 16:08:59,CAN_AGENT_33_Vikram_Shah
AGT0000737,EMP01053,Rohan Patel,VND0000001,FIELD,ACTIVE,2024-04-10 03:10:58,2025-12-27 19:32:28,CAN_AGENT_38_Rohan_Patel
AGT0000947,EMP01001,Neha Singh,VND0000003,T3,SUSPENDED,2025-02-02 14:52:20,2026-07-31 08:43:50,CAN_AGENT_37_Neha_Singh
AGT0000647,EMP01076,Vikram Shah,VND0000005,T3,ACTIVE,2025-05-16 21:29:56,2025-09-25 17:04:50,CAN_AGENT_34_Vikram_Shah
AGT0000570,EMP00536,Rohan Patel,VND0000004,FIELD,SUSPENDED,2025-04-21 02:59:03,2025-03-08 02:58:04,CAN_AGENT_39_Rohan_Patel
AGT0000164,EMP00901,Neha Singh,VND0000006,T1,INACTIVE,2025-01-12 06:54:03,2025-08-26 09:01:25,CAN_AGENT_38_Neha_Singh
AGT0000813,EMP00968,Aarav Sharma,VND0000014,T1,SUSPENDED,2025-07-27 05:24:28,2026-02-20 07:22:56,CAN_AGENT_44_Aarav_Sharma
AGT0000917,EMP00035,Pooja Nair,VND0000008,T1,SUSPENDED,2024-09-26 03:47:52,2026-01-19 22:31:55,CAN_AGENT_36_Pooja_Nair
AGT0000207,EMP00504,Neha Singh,VND0000011,T3,INACTIVE,2024-03-19 14:56:47,2025-09-14 21:37:23,CAN_AGENT_39_Neha_Singh
AGT0000215,EMP00999,Sneha Das,VND0000013,T3,SUSPENDED,2024-08-11 14:14:02,2025-09-08 15:44:31,CAN_AGENT_44_Sneha_Das
AGT0000901,EMP00749,Ananya Rao,VND0000012,T3,INACTIVE,2025-08-29 17:54:12,2026-05-04 22:25:52,CAN_AGENT_41_Ananya_Rao
AGT0000041,EMP00731,Vikram Shah,VND0000002,FIELD,INACTIVE,2025-07-21 11:39:38,2025-11-21 10:03:18,CAN_AGENT_35_Vikram_Shah
AGT0000073,EMP00816,Priya Mehta,VND0000007,DIGITAL,ACTIVE,2025-04-19 12:01:28,2025-04-18 08:59:50,CAN_AGENT_41_Priya_Mehta
AGT0000448,EMP00155,Rahul Verma,VND0000015,T3,INACTIVE,2025-10-30 06:41:15,2026-07-03 12:30:08,CAN_AGENT_34_Rahul_Verma
AGT0000194,EMP01065,Ananya Rao,VND0000005,FIELD,ACTIVE,2025-04-14 04:28:27,2025-03-19 09:01:58,CAN_AGENT_42_Ananya_Rao
AGT0000213,EMP00605,Pooja Nair,VND0000001,FIELD,ACTIVE,2025-05-13 13:19:30,2025-08-25 09:50:48,CAN_AGENT_37_Pooja_Nair
AGT0000419,EMP00419,Rahul Verma,VND0000015,FIELD,ACTIVE,2024-09-27 04:44:35,2025-04-24 05:43:51,CAN_AGENT_35_Rahul_Verma
AGT0000531,EMP00386,Rahul Verma,VND0000005,T1,INACTIVE,2024-09-20 12:53:37,2025-11-21 09:04:57,CAN_AGENT_36_Rahul_Verma
AGT0000707,EMP00013,Vikram Shah,VND0000007,FIELD,INACTIVE,2025-11-05 06:54:42,2026-05-10 14:25:52,CAN_AGENT_36_Vikram_Shah
AGT0000846,EMP00173,Pooja Nair,VND0000001,DIGITAL,ACTIVE,2024-11-30 03:12:29,2026-02-10 11:54:04,CAN_AGENT_38_Pooja_Nair
AGT0000423,EMP00354,Vikram Shah,VND0000006,FIELD,ACTIVE,2024-11-10 23:57:44,2026-05-31 09:34:31,CAN_AGENT_37_Vikram_Shah
AGT0000487,EMP00666,Aarav Sharma,VND0000013,T3,INACTIVE,2025-05-10 12:18:52,2025-09-10 23:22:58,CAN_AGENT_45_Aarav_Sharma
AGT0000894,EMP00518,Neha Singh,VND0000009,FIELD,INACTIVE,2024-09-29 11:28:09,2025-12-05 15:26:06,CAN_AGENT_40_Neha_Singh
AGT0000745,EMP00716,Priya Mehta,VND0000012,T3,INACTIVE,2025-10-16 09:14:33,2026-01-16 07:52:28,CAN_AGENT_42_Priya_Mehta
AGT0000655,EMP00556,Aarav Sharma,VND0000003,DIGITAL,ACTIVE,2025-05-30 08:01:29,2026-03-20 10:54:05,CAN_AGENT_46_Aarav_Sharma
AGT0000577,EMP00445,Ananya Rao,VND0000013,T1,ACTIVE,2024-12-24 13:56:34,2025-02-11 19:24:04,CAN_AGENT_43_Ananya_Rao
AGT0000173,EMP00901,Ananya Rao,VND0000002,T1,SUSPENDED,2025-10-25 12:47:04,2026-02-21 15:06:09,CAN_AGENT_44_Ananya_Rao
AGT0000618,EMP00782,Ananya Rao,VND0000003,T2,INACTIVE,2024-08-08 21:56:49,2026-06-05 07:39:56,CAN_AGENT_45_Ananya_Rao
AGT0000281,EMP00427,Pooja Nair,VND0000011,FIELD,SUSPENDED,2024-05-24 20:21:10,2025-07-29 07:30:29,CAN_AGENT_39_Pooja_Nair
AGT0000676,EMP00662,Amit Kumar,VND0000001,T2,INACTIVE,2024-09-08 10:40:45,2025-04-26 11:58:10,CAN_AGENT_49_Amit_Kumar
AGT0000637,EMP00641,Sneha Das,VND0000005,DIGITAL,INACTIVE,2025-06-16 16:01:21,2025-02-03 03:01:19,CAN_AGENT_45_Sneha_Das
AGT0000766,EMP00100,Rahul Verma,VND0000001,FIELD,SUSPENDED,2025-07-21 03:08:09,2025-05-12 09:06:38,CAN_AGENT_37_Rahul_Verma
AGT0000176,EMP00329,Pooja Nair,VND0000003,T2,ACTIVE,2024-01-22 09:36:35,2025-09-29 17:40:42,CAN_AGENT_40_Pooja_Nair
AGT0000701,EMP00080,Neha Singh,VND0000009,T3,INACTIVE,2025-11-02 18:47:17,2025-02-27 17:32:45,CAN_AGENT_41_Neha_Singh
AGT0000314,EMP00274,Neha Singh,VND0000014,T1,ACTIVE,2025-02-02 04:46:49,2025-04-19 03:34:04,CAN_AGENT_42_Neha_Singh
AGT0000544,EMP00455,Aarav Sharma,VND0000015,T3,SUSPENDED,2024-09-22 10:05:47,2026-08-01 14:19:54,CAN_AGENT_47_Aarav_Sharma
AGT0000662,EMP00122,Pooja Nair,VND0000006,DIGITAL,SUSPENDED,2025-02-22 17:15:41,2025-08-23 06:52:19,CAN_AGENT_41_Pooja_Nair
AGT0000466,EMP00352,Amit Kumar,VND0000003,FIELD,SUSPENDED,2024-07-19 20:56:54,2026-07-22 00:56:15,CAN_AGENT_50_Amit_Kumar
AGT0000341,EMP01098,Pooja Nair,VND0000002,T3,INACTIVE,2024-02-18 21:17:59,2025-12-15 06:41:31,CAN_AGENT_42_Pooja_Nair
AGT0000670,EMP00215,Rohan Patel,VND0000003,T2,INACTIVE,2025-06-06 02:20:08,2025-03-15 21:06:07,CAN_AGENT_40_Rohan_Patel
AGT0000290,EMP00837,Pooja Nair,VND0000006,T2,INACTIVE,2024-08-09 01:17:49,2025-12-15 19:49:46,CAN_AGENT_43_Pooja_Nair
AGT0000384,EMP00647,Rahul Verma,VND0000002,FIELD,ACTIVE,2025-09-20 11:03:31,2026-02-03 21:23:38,CAN_AGENT_38_Rahul_Verma
AGT0000618,EMP00138,Neha Singh,VND0000011,FIELD,ACTIVE,2024-12-01 21:54:40,2025-10-25 08:27:34,CAN_AGENT_43_Neha_Singh
AGT0000254,EMP00665,Pooja Nair,VND0000012,T2,ACTIVE,2025-11-27 06:53:09,2025-03-04 22:02:09,CAN_AGENT_44_Pooja_Nair
AGT0000146,EMP00296,Sneha Das,VND0000006,T3,INACTIVE,2025-02-26 01:30:04,2025-03-25 08:49:21,CAN_AGENT_46_Sneha_Das
AGT0000164,EMP00273,Amit Kumar,VND0000003,T3,SUSPENDED,2024-11-26 17:50:22,2025-11-06 01:00:20,CAN_AGENT_51_Amit_Kumar
AGT0000904,EMP00990,Vikram Shah,VND0000010,FIELD,INACTIVE,2025-10-12 00:09:28,2026-02-19 05:33:26,CAN_AGENT_38_Vikram_Shah
AGT0000378,EMP00284,Priya Mehta,VND0000011,T2,INACTIVE,2025-07-26 15:42:51,2025-10-10 10:08:56,CAN_AGENT_43_Priya_Mehta
AGT0000691,EMP00496,Rahul Verma,VND0000003,T2,INACTIVE,2024-04-28 02:55:06,2026-04-28 21:05:09,CAN_AGENT_39_Rahul_Verma
AGT0000437,EMP01027,Priya Mehta,VND0000013,T1,SUSPENDED,2024-06-01 20:39:18,2026-04-18 08:48:56,CAN_AGENT_44_Priya_Mehta
AGT0000777,EMP01030,Vikram Shah,VND0000002,T3,SUSPENDED,2025-07-10 23:01:31,2025-02-09 18:57:20,CAN_AGENT_39_Vikram_Shah
AGT0000698,EMP00467,Aarav Sharma,VND0000013,DIGITAL,ACTIVE,2025-08-01 00:19:28,2025-02-13 12:47:55,CAN_AGENT_48_Aarav_Sharma
AGT0000159,EMP01087,Rahul Verma,VND0000002,T1,SUSPENDED,2024-11-08 00:08:26,2025-07-18 08:25:53,CAN_AGENT_40_Rahul_Verma
AGT0000887,EMP00938,Pooja Nair,VND0000013,DIGITAL,ACTIVE,2025-05-22 20:49:43,2026-01-17 16:45:42,CAN_AGENT_45_Pooja_Nair
AGT0000194,EMP00691,Priya Mehta,VND0000001,T2,INACTIVE,2024-10-01 20:41:03,2026-05-06 17:48:48,CAN_AGENT_45_Priya_Mehta
AGT0000360,EMP01045,Ananya Rao,VND0000006,FIELD,INACTIVE,2024-01-10 11:59:51,2025-12-13 09:47:56,CAN_AGENT_46_Ananya_Rao
AGT0000120,EMP00032,Priya Mehta,VND0000005,T2,INACTIVE,2025-01-08 16:16:45,2026-07-30 06:16:25,CAN_AGENT_46_Priya_Mehta
AGT0000657,EMP00103,Pooja Nair,VND0000002,FIELD,SUSPENDED,2025-08-11 11:56:53,2025-10-01 14:55:40,CAN_AGENT_46_Pooja_Nair
AGT0000176,EMP00971,Pooja Nair,VND0000015,T2,ACTIVE,2024-08-03 10:56:31,2025-05-28 00:02:59,CAN_AGENT_47_Pooja_Nair
AGT0000426,EMP00631,Ananya Rao,VND0000004,FIELD,SUSPENDED,2025-11-04 19:31:09,2025-04-11 15:44:42,CAN_AGENT_47_Ananya_Rao
AGT0000302,EMP00376,Vikram Shah,VND0000008,T3,SUSPENDED,2024-11-28 07:23:40,2026-06-26 09:36:08,CAN_AGENT_40_Vikram_Shah
AGT0000972,EMP00589,Rohan Patel,VND0000009,T2,ACTIVE,2025-08-09 08:49:10,2026-02-07 01:34:58,CAN_AGENT_41_Rohan_Patel
AGT0000413,EMP00197,Ananya Rao,VND0000008,T1,INACTIVE,2025-07-07 01:13:45,2026-01-01 22:54:53,CAN_AGENT_48_Ananya_Rao
AGT0000760,EMP00020,Rahul Verma,VND0000013,T1,INACTIVE,2024-05-19 22:12:04,2026-03-24 19:03:25,CAN_AGENT_41_Rahul_Verma
AGT0000414,EMP00608,Priya Mehta,VND0000006,T2,INACTIVE,2024-04-03 00:28:17,2025-03-10 05:01:17,CAN_AGENT_47_Priya_Mehta
AGT0000067,EMP00272,Vikram Shah,VND0000005,FIELD,INACTIVE,2024-08-27 22:55:18,2026-06-14 21:57:49,CAN_AGENT_41_Vikram_Shah
AGT0000315,EMP00662,Neha Singh,VND0000001,T2,INACTIVE,2025-06-18 14:12:08,2025-09-30 22:37:10,CAN_AGENT_44_Neha_Singh
AGT0000949,EMP00160,Rohan Patel,VND0000014,DIGITAL,INACTIVE,2025-11-21 05:30:45,2025-08-28 15:34:11,CAN_AGENT_42_Rohan_Patel
AGT0000207,EMP00870,Neha Singh,VND0000011,T1,ACTIVE,2025-11-10 00:01:23,2025-06-12 23:29:25,CAN_AGENT_45_Neha_Singh
AGT0000833,EMP00073,Vikram Shah,VND0000015,DIGITAL,INACTIVE,2024-12-10 17:57:33,2025-08-02 01:11:00,CAN_AGENT_42_Vikram_Shah
AGT0000810,EMP00458,Sneha Das,VND0000002,T2,ACTIVE,2024-04-09 19:02:29,2025-03-03 04:34:47,CAN_AGENT_47_Sneha_Das
AGT0000715,EMP00795,Neha Singh,VND0000005,T1,INACTIVE,2024-06-20 16:07:41,2025-05-09 01:26:36,CAN_AGENT_46_Neha_Singh
AGT0000742,EMP00203,Rahul Verma,VND0000001,T1,SUSPENDED,2025-01-14 06:30:53,2026-05-14 19:00:23,CAN_AGENT_42_Rahul_Verma
AGT0000477,EMP00651,Rahul Verma,VND0000011,DIGITAL,ACTIVE,2024-12-05 05:55:41,2025-09-14 02:01:41,CAN_AGENT_43_Rahul_Verma
AGT0000904,EMP00370,Aarav Sharma,VND0000012,DIGITAL,SUSPENDED,2024-01-23 04:24:43,2025-06-18 11:02:38,CAN_AGENT_49_Aarav_Sharma
AGT0000347,EMP00181,Ananya Rao,VND0000006,T2,INACTIVE,2025-06-11 01:08:02,2026-04-14 17:54:38,CAN_AGENT_49_Ananya_Rao
AGT0000667,EMP00178,Rohan Patel,VND0000009,T1,SUSPENDED,2025-02-20 07:17:48,2025-02-06 05:45:57,CAN_AGENT_43_Rohan_Patel
AGT0000559,EMP00236,Vikram Shah,VND0000008,FIELD,ACTIVE,2024-10-11 17:42:04,2025-10-08 05:33:23,CAN_AGENT_43_Vikram_Shah
AGT0000410,EMP00873,Rohan Patel,VND0000006,T2,SUSPENDED,2024-03-20 12:45:52,2025-02-02 15:38:01,CAN_AGENT_44_Rohan_Patel
AGT0000751,EMP00368,Ananya Rao,VND0000002,T3,INACTIVE,2025-11-24 02:55:15,2026-01-05 11:52:55,CAN_AGENT_50_Ananya_Rao
AGT0000985,EMP00051,Neha Singh,VND0000014,DIGITAL,ACTIVE,2025-02-18 16:40:46,2026-01-23 00:59:14,CAN_AGENT_47_Neha_Singh
AGT0000027,EMP00860,Ananya Rao,VND0000002,FIELD,ACTIVE,2025-07-17 00:22:38,2025-11-25 18:57:11,CAN_AGENT_51_Ananya_Rao
AGT0000740,EMP00334,Rohan Patel,VND0000003,T3,ACTIVE,2024-04-16 18:06:44,2025-08-03 09:51:37,CAN_AGENT_45_Rohan_Patel
AGT0000286,EMP00459,Rohan Patel,VND0000015,T1,SUSPENDED,2025-03-22 19:59:36,2026-03-22 14:07:19,CAN_AGENT_46_Rohan_Patel
AGT0000811,EMP00922,Vikram Shah,VND0000008,T1,SUSPENDED,2025-10-17 12:52:54,2025-10-04 12:47:08,CAN_AGENT_44_Vikram_Shah
AGT0000964,EMP00763,Rahul Verma,VND0000009,FIELD,INACTIVE,2024-07-19 14:39:01,2025-01-09 12:58:08,CAN_AGENT_44_Rahul_Verma
AGT0000746,EMP01074,Vikram Shah,VND0000005,T1,INACTIVE,2025-05-06 08:49:47,2026-02-14 23:13:31,CAN_AGENT_45_Vikram_Shah
AGT0000602,EMP00515,Priya Mehta,VND0000004,FIELD,ACTIVE,2025-01-23 11:16:52,2025-01-31 02:50:47,CAN_AGENT_48_Priya_Mehta
AGT0000075,EMP00235,Priya Mehta,VND0000014,T3,ACTIVE,2025-03-04 20:38:59,2026-05-21 23:33:50,CAN_AGENT_49_Priya_Mehta
AGT0000907,EMP01040,Neha Singh,VND0000008,T2,INACTIVE,2025-02-13 18:40:51,2025-02-27 09:13:22,CAN_AGENT_48_Neha_Singh
AGT0000384,EMP00141,Amit Kumar,VND0000013,T3,ACTIVE,2024-01-30 15:22:16,2025-04-14 07:36:31,CAN_AGENT_52_Amit_Kumar
AGT0000508,EMP01049,Rohan Patel,VND0000007,T3,INACTIVE,2025-05-19 14:00:18,2026-01-23 03:03:11,CAN_AGENT_47_Rohan_Patel
AGT0000440,EMP00622,Pooja Nair,VND0000009,DIGITAL,SUSPENDED,2024-09-22 05:50:17,2026-03-18 20:43:15,CAN_AGENT_48_Pooja_Nair
AGT0000577,EMP00220,Rahul Verma,VND0000008,T1,SUSPENDED,2024-09-19 23:18:47,2026-04-17 05:11:43,CAN_AGENT_45_Rahul_Verma
AGT0000039,EMP00247,Rohan Patel,VND0000010,T1,ACTIVE,2024-12-05 01:40:37,2025-06-01 05:40:26,CAN_AGENT_48_Rohan_Patel
AGT0000248,EMP00453,Vikram Shah,VND0000007,T1,ACTIVE,2025-06-19 22:29:30,2025-10-22 02:44:10,CAN_AGENT_46_Vikram_Shah
AGT0000461,EMP00154,Amit Kumar,VND0000007,T3,INACTIVE,2024-05-23 02:27:07,2025-06-09 22:40:26,CAN_AGENT_53_Amit_Kumar
AGT0000952,EMP00623,Rohan Patel,VND0000008,DIGITAL,ACTIVE,2024-07-22 01:45:02,2025-02-11 10:42:41,CAN_AGENT_49_Rohan_Patel
AGT0000555,EMP00495,Rahul Verma,VND0000008,T2,ACTIVE,2024-07-28 22:23:42,2025-05-23 21:16:12,CAN_AGENT_46_Rahul_Verma
AGT0000787,EMP00743,Priya Mehta,VND0000010,T1,INACTIVE,2024-05-29 02:36:35,2026-02-28 14:14:02,CAN_AGENT_50_Priya_Mehta
AGT0000398,EMP00878,Ananya Rao,VND0000014,T2,INACTIVE,2024-06-16 10:50:50,2026-01-15 00:02:00,CAN_AGENT_52_Ananya_Rao
AGT0000284,EMP00835,Rahul Verma,VND0000014,T2,INACTIVE,2024-05-13 05:43:20,2025-12-04 22:28:22,CAN_AGENT_47_Rahul_Verma
AGT0000874,EMP01098,Sneha Das,VND0000003,T2,ACTIVE,2024-08-14 07:27:01,2026-05-14 11:01:16,CAN_AGENT_48_Sneha_Das
AGT0000369,EMP00329,Sneha Das,VND0000014,DIGITAL,ACTIVE,2024-12-31 11:19:41,2026-05-22 01:19:22,CAN_AGENT_49_Sneha_Das
AGT0000533,EMP01051,Ananya Rao,VND0000007,DIGITAL,ACTIVE,2024-09-26 14:47:58,2026-04-03 22:39:19,CAN_AGENT_53_Ananya_Rao
AGT0000303,EMP00884,Aarav Sharma,VND0000007,DIGITAL,SUSPENDED,2025-03-09 22:46:55,2025-10-30 05:55:51,CAN_AGENT_50_Aarav_Sharma
AGT0000238,EMP00788,Sneha Das,VND0000005,T1,INACTIVE,2024-03-29 01:59:13,2026-03-18 09:01:58,CAN_AGENT_50_Sneha_Das
